val_loss,val_acc,epoch,step,train_loss_epoch,train_acc_epoch,train_loss_step,train_acc_step,test_loss,test_acc
1.0890947580337524,0.3382352888584137,0,3,,,,,,
,,0,3,1.1159029006958008,0.22058823704719543,,,,
1.0409332513809204,0.4264705777168274,1,7,,,,,,
,,1,7,1.0786188840866089,0.29411765933036804,,,,
0.9696388244628906,0.5588235259056091,2,11,,,,,,
,,2,11,1.001691222190857,0.5661764740943909,,,,
0.9159238934516907,0.6764705777168274,3,15,,,,,,
,,3,15,0.901126503944397,0.6617646813392639,,,,
0.9209730625152588,0.6764705777168274,4,19,,,,,,
,,4,19,0.7963508367538452,0.720588207244873,,,,
0.9911854863166809,0.6764705777168274,5,23,,,,,,
,,5,23,0.7427093386650085,0.7279411554336548,,,,
1.0397895574569702,0.6764705777168274,6,27,,,,,,
,,6,27,0.7459446787834167,0.7058823704719543,,,,
1.0489907264709473,0.6764705777168274,7,31,,,,,,
,,7,31,0.6760507225990295,0.720588207244873,,,,
1.0404200553894043,0.6764705777168274,8,35,,,,,,
,,8,35,0.6438532471656799,0.720588207244873,,,,
0.9907884001731873,0.6764705777168274,9,39,,,,,,
,,9,39,0.6286637783050537,0.720588207244873,,,,
0.9744172692298889,0.6764705777168274,10,43,,,,,,
,,10,43,0.5948618054389954,0.7279411554336548,,,,
0.985977828502655,0.6764705777168274,11,47,,,,,,
,,11,47,0.5739752650260925,0.7132353186607361,,,,
,,12,49,,,0.574690043926239,0.6764705777168274,,
1.0427863597869873,0.6764705777168274,12,51,,,,,,
,,12,51,0.5433990359306335,0.75,,,,
1.0672576427459717,0.6764705777168274,13,55,,,,,,
,,13,55,0.4838715195655823,0.7573529481887817,,,,
1.0418187379837036,0.6764705777168274,14,59,,,,,,
,,14,59,0.4586608409881592,0.8014705777168274,,,,
1.0566129684448242,0.75,15,63,,,,,,
,,15,63,0.4038775563240051,0.8235294222831726,,,,
1.1481058597564697,0.75,16,67,,,,,,
,,16,67,0.367980033159256,0.8529411554336548,,,,
1.2524025440216064,0.75,17,71,,,,,,
,,17,71,0.34215956926345825,0.8602941036224365,,,,
1.2126853466033936,0.7647058963775635,18,75,,,,,,
,,18,75,0.28291741013526917,0.875,,,,
1.2338471412658691,0.7647058963775635,19,79,,,,,,
,,19,79,0.2573928236961365,0.875,,,,
1.419442057609558,0.7647058963775635,20,83,,,,,,
,,20,83,0.23069284856319427,0.8823529481887817,,,,
1.5510005950927734,0.75,21,87,,,,,,
,,21,87,0.16728505492210388,0.9264705777168274,,,,
1.6939349174499512,0.7352941036224365,22,91,,,,,,
,,22,91,0.1784767508506775,0.9191176295280457,,,,
1.8215875625610352,0.75,23,95,,,,,,
,,23,95,0.14046144485473633,0.9485294222831726,,,,
,,24,99,,,0.10906536877155304,0.9411764740943909,,
1.9500701427459717,0.7352941036224365,24,99,,,,,,
,,24,99,0.1002134457230568,0.9779411554336548,,,,
2.1405537128448486,0.75,25,103,,,,,,
,,25,103,0.07572297006845474,0.9926470518112183,,,,
2.315537214279175,0.7352941036224365,26,107,,,,,,
,,26,107,0.08621759712696075,0.9852941036224365,,,,
2.469919204711914,0.7352941036224365,27,111,,,,,,
,,27,111,0.06983473896980286,0.9852941036224365,,,,
2.5770676136016846,0.7352941036224365,28,115,,,,,,
,,28,115,0.061954647302627563,0.9852941036224365,,,,
2.6257948875427246,0.7058823704719543,29,119,,,,,,
,,29,119,0.03821064159274101,0.9926470518112183,,,,
,,30,120,,,,,1.5989964008331299,0.7113401889801025
